,taxa 1,taxa 2,taxa 3,taxa 4,taxa 5,taxa 6,taxa 7,taxa 8,taxa 9,taxa 10,taxa 11,taxa 12,taxa 13,taxa 14,taxa 15,taxa 16,taxa 17,taxa 18,taxa 19,taxa 20,taxa 21,taxa 22,taxa 23,taxa 24,taxa 25,taxa 26,taxa 27,taxa 28,taxa 29,taxa 30,taxa 31,taxa 32,taxa 33,taxa 34,taxa 35,taxa 36,taxa 37,taxa 38,taxa 39,taxa 40,taxa 41,taxa 42,taxa 43,taxa 44,taxa 45,taxa 46,taxa 47,taxa 48,taxa 49,taxa 50
sample 30,0.06957053064305538,0.06981725447120884,0.016796643536492947,0.06264972203215494,0.014794424790560218,0.07244839307476221,0.003178532510160758,0.05352350167538258,0.0165917103296313,0.002998285523484511,0.06164698540966386,0.010247026398685324,0.00841542986255051,0.007420466536156253,0.016708476448794803,0.07501446985722716,0.020210186767236193,0.005147106805589006,0.0035082107071299387,0.03279564234958126,0.011333595912678181,0.0066364046392709975,0.017577968184384864,0.039772730288174,0.0349191189226721,0.01846032453535465,0.002600519512483992,0.002636619706027745,0.035831255027808026,0.0016052100940680616,0.00024096244255501092,0.013171988057803195,0.02945918089267575,0.03996525453843427,0.013138318016897126,0.02550072213024866,0.013580038812271534,0.0012331486454517202,0.002329719132576724,0.002657563331238817,0.014441672608065005,0.011188643153287341,0.030973766284902695,0.007353778428191348,0.0017492204960022823,0.001654471748099815,0.006546363178953172,0.005171056752304943,0.006410551259016377,0.003785309112925723
sample 31,0.11107775521942181,0.0565511989030998,0.003946427267490449,0.07719742398416839,0.041466717465457915,0.07105162192909342,0.002612628029993047,0.03903978445325559,0.008511939842393047,0.0069789720634861885,0.045030832503515444,0.0076567424370884846,0.012612362541034185,0.004534469930556306,0.025607465874572088,0.0540933210481281,0.031096757298297244,0.015147693771400522,1.7271066455595907e-05,0.026302273716381032,0.010557332229054724,0.02590394146081442,0.029112041690086632,0.02613223460851842,0.009835882973023326,0.015442889146007614,0.0014777658524804732,0.01555433063848954,0.036333514727003406,0.003437955658888624,0.011276268024447979,0.0015433572656493432,0.006847797925254213,0.021842017326582447,0.003900457291169075,0.006854153283569849,0.02077631408039756,0.012450085729067698,0.0016966077095024999,0.0,0.0033087998085872174,0.0005521340420889899,0.05292148441899209,0.0033373647539951916,0.007487671363549586,0.003010956737757952,0.011974054669644503,0.016356473347201753,0.0230305737511411,0.0015985940794364065
sample 32,0.10755784468751596,0.06832597589816573,0.0032288389489698206,0.06895860632029348,0.04503317178662302,0.08793717394396539,0.005860159304174842,0.052020604315459115,0.014303710553205519,0.005435294416505328,0.06093578883237614,0.021204676778033844,0.01695686259683837,0.007555281704374401,0.002080882370612629,0.041252729944574004,0.03890011147423278,0.008883377239672852,0.002624395438868503,0.018311929001530024,0.012126221094290877,0.02901171991515098,0.024908522815755858,0.024762077000439645,0.02769900352758308,0.024119053504203083,0.0029033485053269283,0.003306528566387212,0.01355250411664455,0.0020542260498567846,0.0005467731927198468,0.004824535762789839,0.010996702411786317,0.026792248910231634,0.0018043185452563467,0.014278114339039598,0.013458882842790678,0.004303691337271792,0.0024703570585280056,0.0,0.0066950418521201545,0.0007057451676089661,0.041823965005452816,0.004186396686517182,0.0060206243267535604,0.0015494878896451494,0.013060618324683377,0.01550057408590471,0.013407189929509527,0.0026052159186204797
sample 33,0.09505131150794514,0.054470112924131245,0.001681042667621314,0.05155178242878791,0.06893577545476197,0.07628241628233824,0.03905673055392892,0.05514582077295889,0.016879692164991765,0.0071089085115492905,0.07444692208554031,0.05525281480568436,0.021286397828311907,0.007361403437454278,0.0019482089167614071,0.03966763617648521,0.020772525514151437,0.02520994187254415,0.00490427330326892,0.008309916919551385,0.029503591897354582,0.009070499751096755,0.016505541771808435,0.02472582937550557,0.010446670834366687,0.021032828931569277,0.01813014932264126,0.0,0.015244844280850803,0.0035287511470476107,0.0006606903276036166,0.012649957583632075,0.016441185102967288,0.015515572670308866,0.0031073701344539475,0.008139796633024497,0.02272997323185019,0.0,0.003928296788598705,0.008950665869520688,0.005998806962063124,0.006039610690938185,0.024806045104670393,0.0030518601126633947,0.006844815712068286,0.00046387544733831725,0.0023284078145087025,0.004782762995857395,0.006137439506904703,0.001566005776734081
sample 34,0.11017729395244852,0.04654079434009283,0.004220810693676779,0.050189565953020474,0.04373879114451868,0.09496628507574245,0.011227130060485905,0.06604199720258366,0.01909812014902801,0.019954260752505636,0.0772680346576881,0.027845526984665435,0.004248009749383637,2.050209513425683e-05,0.011145723295395716,0.02699955747634747,0.04084633557530606,0.024201885751133356,0.006028010819281429,0.024312115766173845,0.03081812464702284,0.02865508237047923,0.015845726646338154,0.014523935819438463,0.008491994377783165,0.018247966447181272,0.00451894030634064,0.0009658832704712912,0.01988138779448165,0.008204847373867633,0.009300272159238634,0.0028225062645227156,0.01448250522537794,0.020587706031418178,0.0009904362657560013,0.011186728508366528,0.014598930405313203,0.005178993056702619,0.0033568320699527408,0.0010645535640807714,0.01914664101776996,0.0016626978047488093,0.026747709423603327,0.002382162238376685,0.00867950883375822,0.0004183965449351414,0.003297947030895631,0.007753784131460909,0.006010896614863839,0.004714888721364725
sample 35,0.0788760521809817,0.0209639463222684,0.002360760987005035,0.04243619659358905,0.0512619331163197,0.18451261585435522,0.03168715527991661,0.10871200959539891,0.008687790370493269,0.014210708474445914,0.0488429061696361,0.028795375097049644,0.006229793089348662,0.0,0.016282087619924786,0.0519670415767515,0.015409585819874587,0.02098299941845701,0.004474851802282962,0.014378454194264869,0.02281022382358277,0.00797992124956572,0.006416358010435646,0.009846611688646818,0.002378568820586854,0.0052108155928725745,0.0039074062464151795,0.007952125448245632,0.011074439980968371,0.011959907993343476,0.01600198987190184,0.0023715234952563203,0.022130213030545215,0.009627090909673088,0.00334788080316303,0.014005395294211782,0.007537537857722002,0.002822487166157012,0.008945573341735014,0.008804555850241794,0.009068304198456946,0.005825935939871099,0.028985495536374837,0.0009123745570921826,0.009159456382301234,0.0013515265061095267,0.010507824813179016,0.005972677958111129,0.00794786443281745,0.005541940779262004
sample 36,0.09805046187385588,0.038484776957200956,0.003290128874285969,0.06357020387876285,0.046165899139984375,0.07477906446238836,0.005086079583905932,0.052933371207688325,0.027141213682033923,0.01097569646744796,0.061009050052759736,0.004396327875152968,0.006151307571150944,0.00022359605732900494,0.036702289805476636,0.041161778675265666,0.06261666409203001,0.018016680746518056,0.003964378528385527,0.024104960827126667,0.023522135563028183,0.02870258223656307,0.008935842720030967,0.013883845708804278,0.00634625892790371,0.024139245967865552,0.003831110775136078,0.011585393180546502,0.052538937506675376,0.010259667263266464,0.0011050027800966475,0.0012665249683446451,0.010333820285022558,0.007384144970068329,0.002855259057198216,0.010528876834848253,0.01677080555003415,0.008240612491275848,0.015893411046015802,0.006816232962409749,0.01924908725230952,0.0008295218490211432,0.025055312242903832,0.0021187006665045146,0.0013890477765065694,0.0029572373859319424,0.00987500058809036,0.00498666660165216,0.0029946446035594397,0.0034990310120612635
sample 37,0.06676377310065089,0.02819927929494758,0.0026845275868372298,0.025307811622986613,0.051584278785863164,0.041381876611813855,0.07548971009932591,0.03740929774730795,0.05390118925486701,0.011113266932224912,0.11573751232114211,0.09821991313247297,0.005716497648599177,0.0005929095544255015,0.00012157282100459067,0.008043802265768176,0.00834686189935519,0.021258277653968056,0.03573910507858064,0.007379340008641449,0.04644327532497614,0.010382618765661189,0.0025362369583216003,0.0041357264058879215,0.01672825983880593,0.016181806899724278,0.03191104622157681,0.0,0.0016667132077246003,0.02681855755381312,0.0038819195311642165,0.011265118221732547,0.04607193592730383,0.004558724395890439,0.0014607798055640408,0.009455796730805181,0.006324536177055049,0.001311819594941829,0.005767608714499719,0.03738096740354316,0.008733413789141893,0.02579191364308515,0.003017032556593474,0.0013557135659297938,0.007466348058499486,0.0,0.001139751142648982,0.0010546753960440898,9.647215840944617e-05,0.002332816061137524
sample 38,0.07690737206331286,0.03356475996369017,0.018628365643680665,0.033595822396166236,0.03631966537601727,0.05175252110787822,0.023639616978703547,0.03627143901744329,0.0602221785626135,0.012377087313235686,0.12662345274336748,0.04419440465199414,0.017787553269425917,0.010349175556722583,0.005091633459212369,0.02385281012569371,0.029733871920742342,0.0144805519778494,0.017050935207510252,0.022954615769944293,0.038346206761834804,0.018258717056770592,0.009124419226965818,0.012824945790487473,0.013122555481175887,0.01757596715603825,0.017964762989919125,0.0005732825374331262,0.014954594176885574,0.00231810964128219,0.002299054403217089,0.00633316344945773,0.03540732137249708,0.014735342367221802,0.0065604025170215375,0.014737178273188142,0.010949695395302685,0.002819508581214526,0.004753374123527388,0.008622649779335158,0.019015409366202062,0.008958737764073195,0.02207654430647083,0.00795499799194426,0.007362066683854368,0.001770711672271904,0.002486631073959214,0.006579641693780159,0.0061055987063346395,0.003629611465413017
sample 39,0.07802384294542272,0.04724679116041268,0.01225282094755426,0.041881443505249284,0.041675608207568805,0.056769298307796756,0.026811233611927124,0.04483375134132553,0.05570193645471116,0.013242271574797217,0.10965395354561089,0.038560589662557834,0.019112957615725627,0.008580677730480999,0.010510209099386873,0.026373670083746414,0.018082040838633698,0.018235720320832816,0.02047720182206089,0.02738743094947119,0.03695282093460179,0.013632396338132933,0.008275679271134314,0.016046056398850022,0.017423247787337778,0.018721054605556023,0.01345313284795781,0.0011225336260831103,0.0067739270838422004,0.0031973160720827993,0.0016233594138082852,0.003932960293512881,0.03158427429032014,0.01344619298089321,0.00215205665283054,0.017605658087140603,0.008381837739690057,0.009026507072090333,0.006765387007845377,0.010939786996394182,0.020194062312275947,0.01374386552655546,0.011522162119045047,0.008921467457028938,0.006353452097070644,0.0007356594870694465,0.0019730668288412434,0.002922946457395242,0.002269814457199342,0.004471751938934249
sample 40,0.06156412693366901,0.03546609538361948,0.020542466674183392,0.03744865740194127,0.03675385081072199,0.059515910112169584,0.024852837070636506,0.04361742499589938,0.07286586583288023,0.011673267290490383,0.12067586473973195,0.03673354928512752,0.030085723583566044,0.017044019304366373,0.0033546340201571294,0.03240994177188644,0.019113828018604406,0.01344564280860683,0.028870586714026862,0.01501158931575428,0.030970073139716153,0.005331372390220319,0.012423120328628568,0.015906571932613012,0.018122831859298916,0.014196702794964875,0.012879020145024022,0.00022588035788461547,0.014734118358857046,0.002497162408092826,0.0015473067066798293,0.008623472250502237,0.042668460658603656,0.005777109470225131,0.0034841308530712176,0.022835730908691253,0.006981923912457039,0.0,0.0025681409275616724,0.00957369839152563,0.022021763284181223,0.007693493428054029,0.01378404118232359,0.01041566322249636,0.008399474200700108,0.001132983401098242,0.0014248618669795467,0.0013768189806102652,0.006051510699204433,0.0059509172479923
sample 41,0.08395885919420198,0.05227005864591953,0.014277049112450344,0.04452369387223511,0.04643471349720998,0.07956447737843547,0.03546520292396234,0.05540147660826803,0.04890354005067087,0.01209373730817934,0.08541759617642901,0.032182260869741894,0.006169913447091164,0.0006588844215103669,0.007154519279442577,0.03305271650069122,0.01758171832287032,0.019211490526821282,0.013825248328829882,0.016817324133749773,0.03268061274883677,0.02499418164646518,0.00977512673485495,0.01959127819284443,0.017578896523116793,0.014552114033508975,0.007992795595383474,0.007176764268928401,0.006379507441231979,0.004787231389602861,0.007717739355942623,0.0036166591689491857,0.025258740161258682,0.007845538921692582,0.0024264212586998317,0.008994732505340636,0.00861228390625461,0.010158329375602326,0.00843953928168938,0.015402057078157332,0.006718873617525523,0.011981956615463233,0.01397739660022876,0.012233139426589566,0.009881038805796823,0.0024258394512844945,0.010884159049207783,0.005495746658488388,0.00292192545156882,0.0034923529731873374
sample 42,0.11712842139552238,0.030010331651802117,0.01099637401194907,0.04230971194986448,0.04178364661019492,0.0378112694712725,0.06805517163159604,0.029368516395586634,0.047505843118466055,0.008517836988282953,0.10499879868805499,0.057431765621531704,0.005684527024413587,0.0011689020634835345,0.000261128967475477,0.012706012293298855,0.003221669049402802,0.017398550741653595,0.02972166371365752,0.011687885729073942,0.05701629336125063,0.021307531060992802,0.0054869666725822965,0.006360242505664531,0.01163899180261445,0.00981839619112628,0.02624848359556445,0.0004668965224782614,0.0012172178302301022,0.020302028721719004,0.0034509632660982116,0.007848757191917868,0.04677134986904861,0.004612841550446909,0.0022755649884944103,0.00696216959576062,0.01910512876447158,0.002817686498599249,0.006389963191765954,0.041417782679406996,0.007802714849902128,0.021269920782806376,0.002578974174054886,0.0032982621971982063,0.011510532743219002,0.00022179376376519442,0.0022703203585217845,0.0022818181820010975,0.0006158015019313843,0.001767105776050706
sample 43,0.08829072786496328,0.03912512421890854,0.009865670973319971,0.03682198801953315,0.04730227624121528,0.09192324901122141,0.01616369673505281,0.05350725690081436,0.04543577294808093,0.016188126130858987,0.09842920461991367,0.023845511031390407,0.010458216996040565,0.0031855544350887386,0.00799671712718301,0.04698244687302931,0.011511316168218258,0.027573089531035915,0.01690110336334012,0.019508313675883765,0.02443512568567986,0.0073457737390094585,0.0066604144076496475,0.025486225595568044,0.013023557236322258,0.015965824581286377,0.006196811229884879,0.0006297961459226565,0.017701480734925078,0.0043124727553582026,0.0093437648550169,0.008125169303885254,0.0321447818565065,0.014906938184933383,0.007512978141681307,0.025654283396833507,0.008972733675710783,0.0006478773268027115,0.0027979758108662516,0.007651731674128189,0.028355417729666304,0.0025635361282249783,0.022745240546583254,0.003058436041991281,0.0038182770919111945,0.00046775545148810513,0.0021599544620933098,0.004475271840838243,0.004392945361782395,0.0074359758179542036
sample 44,0.10398391653861286,0.04281530177386436,0.02007830480491381,0.053433779820699724,0.07349054457817954,0.06440664081384045,0.025899728694601394,0.04841260202437226,0.05153531097611631,0.011315380770091301,0.11201450723815122,0.01971394977428625,0.01800774391391563,0.005388017716301241,9.61496798050442e-05,0.03218017397893162,0.003309954071661948,0.032836183224511484,0.025544954939348184,0.012861841622379022,0.039968976902252346,0.012002905775225453,0.0037648832476342904,0.018818511906680924,0.013623756912759381,0.012418261878421146,0.012113711397533653,0.00021181144308287658,0.0026468387059142293,0.01006747062253037,0.001785912596124094,0.0018538330928398676,0.03724478541098149,0.008243945569344298,0.0028518697657488787,0.021722543237481098,0.011470315957954579,0.0010374936846359504,0.0028378434901055833,0.015561900218786472,0.016933283022497563,0.004673309985031552,0.005043411282701264,0.006132225662102488,0.0022456541782808477,0.0,0.001603416237906287,0.0008341231271097036,0.0,0.004150819902985641
sample 45,0.10806307188091938,0.026282652011209637,0.016599468793887292,0.0510614976870475,0.04960087090563576,0.07732144697780957,0.01876707980504073,0.05797848266134512,0.06246950841387022,0.016202589432560175,0.10053279610719129,0.01581448107073406,0.01708506538773216,0.006407080048325538,0.0007224964076865664,0.0361878422234538,0.017191047152895544,0.02542628402520566,0.0140067238343217,0.011710943675499356,0.02900462834755828,0.014854402855676078,0.016112669682291265,0.01658217870328853,0.012637462510658438,0.008637766896847202,0.007603750251903177,0.00016874383278940634,0.00817968647744214,0.0044571252961830374,0.0015828811367686068,0.0027176605152948036,0.0324900977008105,0.004498724495206891,0.0031734993609976595,0.027949719021816553,0.012675928481244787,0.0011268542399920432,0.0016358828760561152,0.015945794479005945,0.03244742648938702,0.0030167734828339845,0.01750065617864154,0.004006144725685171,0.0027005159609016023,9.898731683523928e-05,0.0014836643473121957,0.003846106552450697,0.004889508429156581,0.005322493383411174
sample 46,0.06353995116290397,0.035147081841536074,0.015296821394225472,0.04357248326881185,0.08071527878438689,0.05001406611587174,0.01981958987433898,0.030215692619251305,0.05677931858557226,0.006672943278567825,0.09038964165058297,0.02660440898825347,0.08986820616425913,0.05631689106525521,0.006558710786287399,0.040423828251663234,0.005925950972775951,0.013305689254830125,0.010300173217389094,0.019599352587375173,0.022263177325621483,0.004105116770248176,0.005222567521910509,0.023846643206970906,0.008901728189270005,0.008148309776884454,0.004962845092289457,0.0001295759996466059,0.022497335089754888,0.0043627870717600015,0.001264464642806849,0.014957949186924595,0.028425290030858755,0.007713489112993237,0.0035917569151431095,0.02084581079559994,0.015543935663549885,0.0,0.011008482514541432,0.004779144368774649,0.012453727597947965,0.0029453921014243804,0.018500190083981113,0.00445730500838668,0.0025384448934118006,0.0007997767767058657,0.0014367128707420372,0.0034029401704988326,0.0032882942950151575,0.002847876018610567
sample 47,0.08663666094020368,0.03003481285271439,0.010696654045373928,0.04509701919238386,0.042239514413497666,0.07379195876188964,0.03832718031504813,0.0431967863502586,0.05152202628099629,0.012666101003627125,0.07882142764719116,0.05601533746807357,0.03479850706209862,0.020320601442925107,0.0028326153513282717,0.03413379556208857,0.014527583295367952,0.008836631951352654,0.024279611293399575,0.01919754427489331,0.0210500313868118,0.011726170099801652,0.012803986924263218,0.013005946201495599,0.017749307712473433,0.009389268771490078,0.01372666991200899,8.534971818452434e-05,0.010436865852778157,0.008278686546418165,0.007365428477503372,0.010774690862381944,0.023684377524205925,0.015971425823451846,0.002877692667150552,0.01401028161317355,0.018962929720374777,0.000997983148614538,0.0016928023067627543,0.008949047332202089,0.006813345612099902,0.017052828761646214,0.02480877928751698,0.0030726306596652237,0.005775231575442624,0.0002487883979871338,0.001986568070019035,0.006078558967817646,0.006207719245342476,0.0028432466018075424
sample 48,0.051073186724286394,0.05703736455872627,0.001297434885507466,0.03936545081930058,0.06276203946573136,0.061538118575098895,0.03687665359583782,0.041863553852390156,0.08187189426514044,0.017403554659572038,0.06483663074556832,0.050102650267216865,0.06794901340366362,0.050565799691772245,0.0,0.04194393392553468,0.01441469926684244,0.022890522089448584,0.051521411436367265,0.005737405858527729,0.015080219298946453,0.004374345244746648,0.005757343659378924,0.021600707209682934,0.042269380674458644,0.008345638790038315,0.005784346605678065,0.0,0.004750179325106884,0.003039636324018228,0.0019870590274007833,0.007114972833548677,0.01280789230635139,0.006344824674723991,0.003496285157375901,0.007760471212533461,0.006969960039255695,0.0,0.001493941326576481,0.005217959519199626,0.004693105775907617,0.005456800583099723,0.009322695785315926,0.0037976172989703945,0.005135434510949591,0.0,0.002084115044077056,0.000906537783851198,0.0010438991289247425,0.0031859499233505553
sample 49,0.11432578690277538,0.04288637413535616,0.0037840125535648656,0.07985863788204556,0.05035646529223997,0.06882969267282998,0.009593111688910637,0.03776723100602444,0.0430255327312095,0.0035124319716795605,0.06872751396558295,0.007168187135343332,0.06320059858982006,0.050836388756590196,0.005367226657428334,0.061666984556680904,0.010274159545770904,0.012152093315120554,0.019269608828191346,0.01755476858202199,0.01780158359874374,0.014681067080876308,0.012901564301568776,0.028270521230810763,0.017107519399176634,0.0189191798863906,0.0027552990158714223,0.0010391732954415274,0.020845691882668764,0.002386440384632045,0.00018708369563517072,0.0021635118227088614,0.01746294237313535,0.0073395462947264695,0.005272811223725167,0.008706541169828115,0.023680810686262037,0.001197109812849497,0.0022311753847780603,0.002529653229957183,0.0039715225104060385,0.0017055033052414334,0.019533331802861882,0.002027722197159184,0.0006805791375541731,0.0012894178260976863,0.004765292642685002,0.0060171471684109,0.0036498053157830463,0.0021655160071256934
sample 50,0.13431158532553422,0.03479814140538661,0.02143799914993574,0.07291363187449221,0.017975188400404463,0.05651688867532688,0.008819313927715813,0.03914000058764262,0.040602959808577664,0.012448397823077823,0.07740906019906199,0.01409328122822317,0.02271103798730188,0.017752151502105365,0.01690441907463224,0.03870414506074969,0.027332241895419555,0.00553180042261748,0.006989395742658625,0.034116358731426384,0.024393668843923452,0.03793186945743864,0.005524604122807472,0.017965817633719235,0.005808449115162985,0.014274660178259502,0.003313146120980875,0.007211206198481715,0.028389987836567564,0.002913058292304134,0.016028051478575722,0.0017438953001322273,0.027513525115899922,0.012146985210424729,0.003475084785411032,0.011445482740524088,0.02357185769174331,0.016393431428750427,0.0016159508028656326,0.003602436716572214,0.012316394279683942,0.001673824802349527,0.011614885492136982,0.005517985460174067,0.005517441936433535,0.004348385270073899,0.006206089051747427,0.006346368565036145,0.0004386596877180189,0.002150447596148247
sample 51,0.12212909854271006,0.058295060137605714,0.014911171009196249,0.06409913569469433,0.04475848141739084,0.07645069963890862,0.00548841846250007,0.041090093435271896,0.028456249294950064,0.017586934866677905,0.063650764446995,0.009193008224188753,0.010884817738729293,0.003297656422646854,0.010291195012527983,0.054045341426996046,0.03970180767932966,0.01928942139175694,0.009460563540580074,0.01345969925284592,0.020313389229337526,0.027701032748727726,0.018826481709848197,0.03447303706438047,0.011070378534594638,0.016204399799727827,0.0024436275128064183,0.006891416987908641,0.01925345267233749,0.0029872008669785824,0.007518684268928726,0.0018140173813967803,0.010036506430895868,0.010286870251823005,0.004266355367871439,0.008219952373729016,0.014599524845612713,0.01309878521688361,0.0024080127262344707,0.00018145554752262722,0.005629089861251173,0.0052810786118073945,0.034256018258313196,0.006377944277125042,0.006426075790799005,0.0012123216637007844,0.005321856460590581,0.012937484802209718,0.008484974232092525,0.002072210274433577
